Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Tax
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,51.5,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170,5,32.38,28.5
Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,46.78,7.11
Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,91.06,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,45.93,5.6
Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,48.56,2.25
Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,41.2,3.9
Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,26.57,28.63
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,15.57,7.25
Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,83.04,2
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,40.42,3.5
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,75.57,5
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20,1196,63,5,31.61,3.72
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,74.97,3.45
Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,74,5,83.75,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13,1591,121.3,5,10.88,14.36
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,82,5,54.51,5.5
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,62.98,3
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,39.01,6.08
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,1.05,5
Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,6.46,20.25
Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0,999,null,5,52.1,1.2
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,77.16,18
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20,2143,107.3,5,49.73,17.5
Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,82.41,2.1
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,88.12,7.5
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,34.85,24.77
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,43.91,8.65
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198,197,7,34.28,35.5
Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,15.41,10.5
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14,2179,155,7,68.69,13
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,56.12,26.5
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,64,5,72.85,1.4
Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,61.58,7.51
Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248,74,5,7.45,4.3
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,80.77,8.95
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,60.21,6.91
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,34.66,9.75
Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,18.97,4
Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,15.56,3.65
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179,140,7,11.64,10.75
Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,89.03,4.51
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0,2987,165,5,4.27,49.22
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,44.77,3.7
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,102,7,33.73,12.99
Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,49.67,4.15
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,81.32,4.4
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,33.3,4.25
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18,1198,86.7,5,99.56,4.25
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,97.74,7.7
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,21.39,39.75
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,77.57,8.5
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,57.82,7
Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,70,5,40.17,0.8
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13,2982,168.5,7,48.75,15.25
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19,998,66.1,5,53.98,2.25
Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,71.05,4.85
Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,78.69,6.42
Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,23.28,2.5
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,0.29,5.75
Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796,37,4,29.11,0.5
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,140,7,10.13,11.52
Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,27.7,4.5
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15,1396,98.6,5,56.6,4.75
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,65.66,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13,2143,201.1,5,34.91,23.41
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,75.38,19.25
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9,1984,181,5,97.64,20
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,203,5,91.56,13
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2,2354,180,5,4.73,3.99
Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,8.86,4.65
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,89.43,4.65
Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,82.95,3.15
Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,44.97,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,26.82,65
Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248,74,5,60.58,4.5
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170,5,22.05,17.5
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,24.76,4.31
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,57.66,6.2
Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364,null,5,75.08,4.67
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,79.09,3.32
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,130,5,69.88,3.75
Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,86.92,4.7
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,96.94,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,102,8,39.3,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598,118,5,84.77,8.94
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19,1194,94.68,5,53.13,7.34
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,10.08,6.9
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,42.16,5.9
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,29.02,6.75
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,66.2,4.1
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,98.96,27
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15,1598,103.52,5,69.31,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,61.55,14.5
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,74,5,24.04,5.25
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,74,5,72.83,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,66.76,4.95
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,29.41,7.5
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10,2996,333,4,46.58,48
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,14,4.45
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,50.89,59.65
Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,44.12,4.38
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,30.4,7.9
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0,1086,62,5,18.82,1.88
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48,,,,60.19,10.5
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,52.05,7.29
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,2.89,6
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16,2179,140,7,54.28,6.7
Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,10.44,1.5
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,18.15,23.8
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1,2179,140,7,15.3,7.77
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,41.29,3.32
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248,74,5,93.58,4.94
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20,2143,107.3,5,19.66,11
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,29.56,3.4
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248,74,5,55.75,4.17
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,60,5,2.99,1.25
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,82,5,24,5.45
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,35.66,2.59
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16,2179,140,7,65.01,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,1.17,2.45
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,35.79,29
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399,null,5,41.08,2.4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,170,5,95.94,11.99
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18,1497,117.3,5,81.47,7.9
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8,2494,102,7,68.5,6.25
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5,36.62,1.8
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6,998,58.16,5,36.49,2.8
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,67.21,4.9
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,75,5,27.98,2.25
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,16.57,8.89
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,16.94,15
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99,5,92.18,5.65
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,44.35,7
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,15.26,2.95
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,43.35,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493,110,5,10.91,3.5
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493,100,5,63.8,2.3
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,58.41,13.69
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,40.24,3.1
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5,51.11,12.75
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,86.18,13.75
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,88.83,6.75
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,38.79,5.25
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16,2179,140,7,0.2,8.75
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493,100,7,14.94,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354,142,5,45.9,6.5
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,0.85,4.5
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696,162,7,56.54,12.5
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,22.89,16.8
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,50.7,8.75
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,20.24,8.5
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,89.25,2.21
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,9.62,1.6
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,79.57,6.25
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,130,5,27.2,2.25
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136,5,39.55,25.75
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,91.38,6.75
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,66.75,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,94.84,5.1
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,2.9,10.75
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24,1120,70,5,11.17,5.7
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598,105,5,95.92,5.95
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936,56.3,5,75,2.4
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493,100,7,1.03,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197,80,5,79.26,4
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,12.43,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,73.99,3.95
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,76.97,3
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,24.08,6.7
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,87.58,6.14
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15,1396,98.6,5,81.82,4.4
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248,74,5,66.45,4.25
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77,4395,402,5,62.98,25.93
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598,118,5,71.9,7
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,79.55,25.12
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998,68.05,5,52.94,4.45
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396,90,5,60.48,2.4
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5,80.2,4.33
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,92.18,6.93
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396,90,5,68.41,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143,203,5,95.46,12.5
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197,82,5,24.08,4.9
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23,1396,90,5,62.22,4.5
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,68.68,3
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197,82,5,99.67,5.8
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,53.61,3.33
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5,35.87,6.62
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5,90.03,5.75
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5,47.04,6.2
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,51.44,3.5
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9,998,67.1,5,52.11,2
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5,95.61,4
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781,163.2,5,64.9,9.5
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995,184,5,10.76,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598,103.52,5,93.3,6.11
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197,78.9,5,36.13,3.75
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835,107.2,6,91.7,6.2
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26,1498,98.6,5,8.25,6.15
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998,67.1,5,43.91,2.4
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248,75,5,53.92,2.15
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197,82,5,38.81,3.75
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196,70,5,95.88,2.15
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,81.86,5,15.32,4.75
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5,47.16,2.45
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5,82.84,11.15
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,12.05,8.9
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498,98.6,5,30.11,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,1.14,12
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995,181,5,34.43,8.5
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086,68.05,5,41.03,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461,83.8,5,53.95,4.25
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360,170,5,85.21,9.25
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5,2.32,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987,261,7,85.08,28
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23,1498,98.96,5,43.29,9.25
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582,126.2,5,5.65,8.6
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198,74,5,33.6,7.53
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461,108.45,5,62.11,5.75
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198,86.8,5,78.95,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,42.09,5.84
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,52.09,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993,258,7,28.59,43
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197,78.9,5,2.66,3.55
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,42.34,8.9
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896,90,5,51.41,2.5
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493,110,5,16.62,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591,121.4,5,2.81,7.5
